,Name,Team,Position,Cost,Creativity,Influence,Threat,ICT,Goals_conceded,Goals_scored,Assists,Own_goals,Penalties_missed,Penalties_saved,Saves,Yellow_cards,Red_cards,TSB,Minutes,Bonus,Points,Age,Market_Value,PCS_1,PCS_2,Player_Id,bonus_GW1,bonus_GW2,bonus_GW3,bonus_GW4,bonus_GW5,bonus_GW6,bonus_GW7,bonus_GW8,bonus_GW9,bps_GW1,bps_GW2,bps_GW3,bps_GW4,bps_GW5,bps_GW6,bps_GW7,bps_GW8,bps_GW9,clean_sheets_GW1,clean_sheets_GW2,clean_sheets_GW3,clean_sheets_GW4,clean_sheets_GW5,clean_sheets_GW6,clean_sheets_GW7,clean_sheets_GW8,clean_sheets_GW9,goals_scored_GW1,goals_scored_GW2,goals_scored_GW3,goals_scored_GW4,goals_scored_GW5,goals_scored_GW6,goals_scored_GW7,goals_scored_GW8,goals_scored_GW9,ict_index_GW1,ict_index_GW2,ict_index_GW3,ict_index_GW4,ict_index_GW5,ict_index_GW6,ict_index_GW7,ict_index_GW8,ict_index_GW9,saves_GW1,saves_GW2,saves_GW3,saves_GW4,saves_GW5,saves_GW6,saves_GW7,saves_GW8,saves_GW9,selected_GW1,selected_GW2,selected_GW3,selected_GW4,selected_GW5,selected_GW6,selected_GW7,selected_GW8,selected_GW9,total_points_GW1,total_points_GW2,total_points_GW3,total_points_GW4,total_points_GW5,total_points_GW6,total_points_GW7,total_points_GW8,total_points_GW9,transfers_balance_GW1,transfers_balance_GW2,transfers_balance_GW3,transfers_balance_GW4,transfers_balance_GW5,transfers_balance_GW6,transfers_balance_GW7,transfers_balance_GW8,transfers_balance_GW9,transfers_in_GW1,transfers_in_GW2,transfers_in_GW3,transfers_in_GW4,transfers_in_GW5,transfers_in_GW6,transfers_in_GW7,transfers_in_GW8,transfers_in_GW9,transfers_out_GW1,transfers_out_GW2,transfers_out_GW3,transfers_out_GW4,transfers_out_GW5,transfers_out_GW6,transfers_out_GW7,transfers_out_GW8,transfers_out_GW9,value_GW1,value_GW2,value_GW3,value_GW4,value_GW5,value_GW6,value_GW7,value_GW8,value_GW9
117,Elyounoussi,SOU,MID,65,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,24,13.5,-1.7041157719259885,-0.3800545638988259,346,6,0.0,9.0,5.0,8.0,0.0,9.0,0.0,8.0,6,0.0,9.0,5.0,8.0,0.0,9.0,0.0,8.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,7.0,6.2,2.3,0.0,7.7,0.0,1.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23886,18895.0,12622.0,11847.0,13026.0,11670.0,10384.0,10030.0,9611.0,1,0.0,2.0,3.0,2.0,0.0,3.0,0.0,3.0,0,-6071.0,-6452.0,-1166.0,705.0,-1406.0,-1363.0,-449.0,-534.0,0,429.0,80.0,273.0,1939.0,208.0,69.0,103.0,150.0,0,6500.0,6532.0,1439.0,1234.0,1614.0,1432.0,552.0,684.0,65,65.0,64.0,64.0,64.0,64.0,63.0,63.0,63.0
118,Emerson,CHE,DEF,55,28.7,61.8,48.0,13.8,4,0,1,0,0,0,0,0,0,0.3,278,0,14,24,18.0,-1.5103016325868932,-0.3036448269533628,121,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9242,8819.0,7662.0,7092.0,6594.0,6065.0,5897.0,5965.0,5921.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1593.0,-1448.0,-800.0,-646.0,-569.0,-243.0,-50.0,-150.0,0,118.0,77.0,64.0,58.0,14.0,74.0,113.0,83.0,0,1711.0,1525.0,864.0,704.0,583.0,317.0,163.0,233.0,55,55.0,54.0,54.0,53.0,53.0,53.0,52.0,52.0
119,Eriksen,TOT,MID,95,1487.0,1072.6,1021.0,358.2,33,11,10,0,0,0,0,0,0,16.9,3218,23,199,26,72.0,4.989976990941337,-1.067199502899255,364,15,5.0,22.0,15.0,22.0,14.0,0.0,0.0,1.0,15,5.0,22.0,15.0,22.0,14.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,6.9,8.1,4.6,8.1,5.6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840208,865331.0,628649.0,587080.0,518988.0,487212.0,362464.0,282858.0,259293.0,2,2.0,6.0,2.0,5.0,2.0,0.0,0.0,1.0,0,-20267.0,-241132.0,-56230.0,-74228.0,-38470.0,-125210.0,-80986.0,-26305.0,0,57542.0,14804.0,18426.0,15567.0,16991.0,8809.0,568.0,7926.0,0,77809.0,255936.0,74656.0,89795.0,55461.0,134019.0,81554.0,34231.0,95,95.0,94.0,94.0,93.0,93.0,93.0,92.0,92.0
120,Etheridge,CAR,GKP,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,28,3.15,-1.7041157719259885,-0.3800545638988259,88,26,50.0,23.0,23.0,14.0,18.0,8.0,18.0,12.0,26,50.0,23.0,23.0,14.0,18.0,8.0,18.0,12.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,6.7,1.0,5.8,2.7,3.9,0.2,3.8,1.5,2,6.0,1.0,8.0,3.0,5.0,0.0,5.0,2.0,12072,17141.0,216003.0,339649.0,424594.0,451120.0,441576.0,415421.0,402877.0,6,16.0,6.0,3.0,1.0,1.0,1.0,3.0,1.0,0,1301.0,138174.0,96061.0,63889.0,21216.0,-10402.0,-24740.0,-14990.0,0,2163.0,155373.0,115691.0,88535.0,41632.0,10140.0,2734.0,4744.0,0,862.0,17199.0,19630.0,24646.0,20416.0,20542.0,27474.0,19734.0,45,45.0,45.0,46.0,46.0,46.0,46.0,46.0,46.0
121,Evans,LEI,DEF,50,104.2,536.2,211.0,85.1,38,2,2,1,0,0,0,7,0,1.4,2269,5,78,30,13.5,0.49071761133194963,0.25787944723181233,222,0,23.0,0.0,0.0,3.0,15.0,0.0,0.0,9.0,0,23.0,0.0,0.0,3.0,15.0,0.0,0.0,9.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.1,1.6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17835,19070.0,21022.0,19444.0,17965.0,18065.0,17783.0,16885.0,16100.0,0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0,-1219.0,473.0,-2134.0,-1953.0,-361.0,-500.0,-988.0,-952.0,0,517.0,1720.0,531.0,342.0,825.0,326.0,124.0,190.0,0,1736.0,1247.0,2665.0,2295.0,1186.0,826.0,1112.0,1142.0,50,50.0,50.0,50.0,49.0,49.0,49.0,49.0,48.0
122,Fabianski,WHU,GKP,45,10.0,1087.8,0.0,109.9,56,0,0,0,0,3,137,0,0,23.3,3420,14,157,33,4.5,2.1800057028697637,6.82418195262824,400,18,16.0,26.0,19.0,16.0,34.0,16.0,13.0,11.0,18,16.0,26.0,19.0,16.0,34.0,16.0,13.0,11.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,5.9,3.8,2.3,3.8,2.1,2.0,1.2,4,3.0,9.0,5.0,3.0,6.0,3.0,3.0,1.0,911117,917321.0,849431.0,838848.0,785737.0,749696.0,751911.0,771592.0,772150.0,1,2.0,5.0,3.0,3.0,11.0,3.0,3.0,2.0,0,-20912.0,-72461.0,-20243.0,-55652.0,-38481.0,-2700.0,14739.0,-2531.0,0,12454.0,7987.0,18378.0,7604.0,4813.0,16446.0,27292.0,24225.0,0,33366.0,80448.0,38621.0,63256.0,43294.0,19146.0,12553.0,26756.0,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
123,Fabinho,LIV,MID,60,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,24,40.5,-1.7041157719259885,-0.3800545638988259,255,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51015,45029.0,38053.0,32381.0,29512.0,27965.0,26828.0,26275.0,26205.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,-9465.0,-8786.0,-6730.0,-3893.0,-2031.0,-1492.0,-830.0,-492.0,0,1462.0,1045.0,582.0,606.0,407.0,237.0,204.0,683.0,0,10927.0,9831.0,7312.0,4499.0,2438.0,1729.0,1034.0,1175.0,60,59.0,58.0,57.0,57.0,56.0,56.0,56.0,56.0
124,Felipe Anderson,WHU,MID,70,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,25,31.5,-1.7041157719259885,-0.3800545638988259,465,10,9.0,21.0,9.0,17.0,5.0,32.0,22.0,3.0,10,9.0,21.0,9.0,17.0,5.0,32.0,22.0,3.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.4,4.5,10.5,5.2,7.2,3.3,14.4,11.4,1.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183158,178346.0,131561.0,140038.0,127016.0,117018.0,111187.0,151222.0,148514.0,2,1.0,5.0,2.0,2.0,2.0,10.0,2.0,1.0,0,-14846.0,-47094.0,3534.0,-13533.0,-10643.0,-6518.0,34783.0,-1143.0,0,6497.0,856.0,14707.0,3810.0,1862.0,1644.0,37993.0,11837.0,0,21343.0,47950.0,11173.0,17343.0,12505.0,8162.0,3210.0,12980.0,70,70.0,69.0,69.0,69.0,69.0,68.0,68.0,68.0
125,Fellaini,MUN,MID,50,88.2,246.0,264.0,59.8,1,4,0,0,0,0,0,1,0,0.9,611,3,47,30,13.5,-0.49849422083304756,-0.8051057998301524,298,4,12.0,5.0,16.0,24.0,14.0,9.0,5.0,0.0,4,12.0,5.0,16.0,24.0,14.0,9.0,5.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.8,2.5,2.6,5.6,8.0,4.2,4.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28693,34174.0,37450.0,36358.0,35151.0,56143.0,58421.0,61636.0,55914.0,1,4.0,1.0,3.0,5.0,2.0,2.0,1.0,0.0,0,-1773.0,-248.0,-2770.0,-2573.0,17918.0,1939.0,2039.0,-5931.0,0,2101.0,4162.0,2185.0,3694.0,22914.0,7204.0,7258.0,3879.0,0,3874.0,4410.0,4955.0,6267.0,4996.0,5265.0,5219.0,9810.0,50,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
126,Fernandinho,MCI,MID,55,511.9,800.2,411.0,172.4,24,5,4,0,0,0,0,7,0,5.8,2880,9,120,33,13.5,1.4960376545003873,-0.4901777071362257,272,12,14.0,11.0,11.0,29.0,6.0,16.0,17.0,42.0,12,14.0,11.0,11.0,29.0,6.0,16.0,17.0,42.0,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,3.1,2.6,8.4,6.4,1.2,7.3,1.9,8.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328372,330200.0,295719.0,273879.0,256461.0,259304.0,246489.0,240689.0,238959.0,3,2.0,2.0,2.0,6.0,2.0,3.0,3.0,14.0,0,-18527.0,-38978.0,-26671.0,-20546.0,-522.0,-13155.0,-6950.0,-3575.0,0,13365.0,8257.0,4966.0,6332.0,13523.0,4062.0,5163.0,9494.0,0,31892.0,47235.0,31637.0,26878.0,14045.0,17217.0,12113.0,13069.0,55,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0
127,Firmino,LIV,FWD,95,834.5,951.0,1341.0,312.7,32,15,8,0,0,0,0,1,0,37.7,2760,29,181,27,72.0,5.6580094358307695,-1.3582110046525704,257,23,11.0,11.0,26.0,39.0,7.0,15.0,3.0,1.0,23,11.0,11.0,26.0,39.0,7.0,15.0,3.0,1.0,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.7,3.3,12.6,10.4,9.5,6.3,11.0,0.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1687015,1829586.0,1645297.0,1512854.0,1427095.0,1451654.0,1379378.0,1287583.0,1258700.0,5,2.0,5.0,7.0,9.0,2.0,2.0,2.0,1.0,0,-9692.0,-208331.0,-154250.0,-106784.0,4414.0,-75750.0,-96803.0,-44945.0,0,75351.0,69191.0,34316.0,44023.0,84280.0,28416.0,17348.0,61741.0,0,85043.0,277522.0,188566.0,150807.0,79866.0,104166.0,114151.0,106686.0,95,95.0,95.0,95.0,94.0,94.0,94.0,94.0,93.0
128,Foden,MCI,MID,50,32.1,29.2,10.0,7.1,1,0,1,0,0,0,0,0,0,0.1,45,0,8,18,6.3,-1.629683752335252,-0.366956879763518,277,0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,3.9,0.4,0.0,3.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14777,13440.0,11612.0,9775.0,8699.0,8029.0,8119.0,8086.0,7756.0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,-2483.0,-2117.0,-1966.0,-1254.0,-809.0,-152.0,-131.0,-384.0,0,885.0,655.0,192.0,247.0,231.0,409.0,275.0,235.0,0,3368.0,2772.0,2158.0,1501.0,1040.0,561.0,406.0,619.0,50,50.0,49.0,48.0,48.0,47.0,47.0,47.0,47.0
129,Forster,SOU,GKP,45,0.0,488.2,0.0,48.9,30,0,0,0,0,1,69,0,0,1.5,1800,6,73,30,13.5,0.15813922480861067,3.2998307540317073,329,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65137,62318.0,55939.0,53169.0,50209.0,48170.0,46452.0,45061.0,44251.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7075.0,-7527.0,-4150.0,-3855.0,-2474.0,-2007.0,-1541.0,-1255.0,0,583.0,543.0,862.0,628.0,300.0,194.0,147.0,595.0,0,7658.0,8070.0,5012.0,4483.0,2774.0,2201.0,1688.0,1850.0,45,45.0,45.0,44.0,44.0,44.0,44.0,44.0,43.0
130,Foster,WAT,GKP,45,20.0,716.8,0.0,73.8,55,0,0,0,0,0,99,2,0,3.9,3330,11,123,35,2.7,1.4864425992945807,5.1983150544788845,445,23,13.0,12.0,13.0,17.0,14.0,10.0,14.0,22.0,23,13.0,12.0,13.0,17.0,14.0,10.0,14.0,22.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.5,1.9,0.7,2.7,2.7,0.7,2.8,1.3,0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0,232427,254232.0,258899.0,257831.0,254147.0,257049.0,246785.0,244933.0,232206.0,6,2.0,2.0,2.0,2.0,2.0,1.0,1.0,6.0,0,4374.0,-463.0,-4912.0,-8563.0,-249.0,-10847.0,-3211.0,-13468.0,0,11795.0,17185.0,12604.0,14732.0,12568.0,3753.0,5185.0,2648.0,0,7421.0,17648.0,17516.0,23295.0,12817.0,14600.0,8396.0,16116.0,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
131,Francis,BOU,DEF,45,418.4,726.8,163.0,131.0,47,0,1,0,0,0,0,8,1,0.5,2708,3,56,33,2.25,0.6111630136616734,0.5793689836703845,26,15,5.0,0.0,11.0,4.0,12.0,16.0,22.0,23.0,15,5.0,0.0,11.0,4.0,12.0,16.0,22.0,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.8,0.0,3.3,0.8,2.7,2.3,2.5,3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22164,26400.0,24375.0,21993.0,21405.0,20431.0,19356.0,18940.0,20365.0,4,1.0,0.0,1.0,0.0,0.0,2.0,6.0,6.0,0,-17.0,-2527.0,-2756.0,-1090.0,-1122.0,-1132.0,-478.0,1031.0,0,1882.0,940.0,401.0,772.0,540.0,238.0,267.0,1819.0,0,1899.0,3467.0,3157.0,1862.0,1662.0,1370.0,745.0,788.0,45,45.0,45.0,45.0,44.0,44.0,44.0,44.0,44.0
132,Fraser,BOU,MID,55,646.6,492.8,413.0,155.0,38,5,3,0,0,0,0,0,0,0.8,2003,13,97,24,5.4,2.0530003404658324,-0.1008406320423577,40,38,29.0,21.0,3.0,56.0,13.0,18.0,19.0,9.0,38,29.0,21.0,3.0,56.0,13.0,18.0,19.0,9.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.1,7.2,9.9,3.2,14.9,10.3,7.1,5.6,2.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57385,131407.0,274331.0,293372.0,298440.0,938301.0,1153520.0,1226339.0,1215297.0,11,6.0,2.0,2.0,18.0,2.0,1.0,6.0,3.0,0,35617.0,118278.0,16074.0,-2160.0,601724.0,215132.0,76790.0,-11376.0,0,46466.0,159162.0,58132.0,77133.0,623617.0,257544.0,134661.0,141922.0,0,10849.0,40884.0,42058.0,79293.0,21893.0,42412.0,57871.0,153298.0,55,55.0,56.0,56.0,56.0,58.0,59.0,60.0,60.0
133,Fred,MUN,MID,60,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,25,45.0,-1.7041157719259885,-0.3800545638988259,304,8,8.0,11.0,0.0,0.0,32.0,5.0,0.0,0.0,8,8.0,11.0,0.0,0.0,32.0,5.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.2,9.2,0.0,0.0,8.1,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232569,233342.0,180309.0,159503.0,136539.0,116036.0,126102.0,118599.0,107019.0,2,2.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,0,-22778.0,-56304.0,-26242.0,-25298.0,-21528.0,6887.0,-7451.0,-12150.0,0,14147.0,4785.0,7106.0,3715.0,1397.0,12111.0,2799.0,2036.0,0,36925.0,61089.0,33348.0,29013.0,22925.0,5224.0,10250.0,14186.0,60,60.0,59.0,59.0,58.0,57.0,57.0,57.0,57.0
134,Fredericks,WHU,DEF,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,26,3.6,-1.7041157719259885,-0.3800545638988259,408,5,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,5,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,4.7,3.6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32501,32950.0,25381.0,22900.0,20097.0,18025.0,16708.0,15730.0,14783.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,-1536.0,-7453.0,-2944.0,-2945.0,-2176.0,-1422.0,-1036.0,-1087.0,0,1494.0,113.0,332.0,116.0,57.0,73.0,90.0,106.0,0,3030.0,7566.0,3276.0,3061.0,2233.0,1495.0,1126.0,1193.0,50,50.0,49.0,49.0,48.0,48.0,47.0,47.0,47.0
135,Fuchs,LEI,DEF,45,282.2,396.6,55.0,73.5,35,0,1,1,0,0,0,1,0,0.7,1917,8,57,32,4.5,0.3479129718522215,0.39389834621634334,216,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46271,43668.0,38491.0,34833.0,32158.0,30801.0,29481.0,28470.0,27579.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-6090.0,-6200.0,-4245.0,-3110.0,-1628.0,-1475.0,-1086.0,-1036.0,0,659.0,654.0,421.0,335.0,291.0,222.0,112.0,232.0,0,6749.0,6854.0,4666.0,3445.0,1919.0,1697.0,1198.0,1268.0,45,45.0,44.0,44.0,43.0,43.0,43.0,43.0,42.0
136,Fabregas,CHE,MID,65,1349.3,713.8,485.0,254.9,26,2,4,0,0,0,0,4,1,1.6,2300,7,89,31,27.0,1.5855815745615456,-0.3118939539760805,123,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67338,42825.0,31214.0,26544.0,23935.0,23466.0,23699.0,23579.0,23554.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-27746.0,-12616.0,-5232.0,-2894.0,-781.0,-229.0,-396.0,-415.0,0,621.0,122.0,122.0,117.0,301.0,526.0,392.0,412.0,0,28367.0,12738.0,5354.0,3011.0,1082.0,755.0,788.0,827.0,65,64.0,64.0,63.0,63.0,63.0,63.0,63.0,63.0
137,Gabbiadini,SOU,FWD,60,133.9,203.0,269.0,58.6,17,5,0,0,0,0,0,2,0,0.4,1067,10,66,26,10.8,0.605345101663513,-0.4729538399952959,349,3,2.0,0.0,0.0,0.0,0.0,3.0,6.0,-2.0,3,2.0,0.0,0.0,0.0,0.0,3.0,6.0,-2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.5,2.4,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18085,17370.0,14601.0,12187.0,10838.0,10017.0,9147.0,8919.0,8852.0,1,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0,-2581.0,-3331.0,-2712.0,-1592.0,-956.0,-913.0,-280.0,-179.0,0,632.0,448.0,211.0,339.0,199.0,64.0,81.0,249.0,0,3213.0,3779.0,2923.0,1931.0,1155.0,977.0,361.0,428.0,60,60.0,59.0,58.0,58.0,57.0,57.0,56.0,56.0
138,Gibbs-White,WOL,MID,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,18,900.0,-1.7041157719259885,-0.3800545638988259,448,2,-3.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,2,-3.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,1.2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20765,20569.0,18745.0,19844.0,20732.0,19966.0,19697.0,19288.0,18724.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,-1550.0,-2064.0,222.0,30.0,-847.0,-467.0,-478.0,-647.0,0,558.0,345.0,2407.0,2823.0,654.0,610.0,321.0,317.0,0,2108.0,2409.0,2185.0,2793.0,1501.0,1077.0,799.0,964.0,45,45.0,45.0,44.0,44.0,44.0,44.0,44.0,44.0
139,Giroud,CHE,FWD,80,311.1,307.0,673.0,129.0,11,7,1,0,0,0,0,0,0,7.7,981,10,77,32,16.2,1.2112351391264369,-0.918347087339699,133,0,2.0,3.0,9.0,37.0,2.0,3.0,17.0,4.0,0,2.0,3.0,9.0,37.0,2.0,3.0,17.0,4.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.8,5.2,14.4,3.9,0.8,5.6,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188771,170450.0,143336.0,129477.0,129376.0,158576.0,151194.0,147609.0,143662.0,0,1.0,1.0,4.0,10.0,2.0,2.0,5.0,1.0,0,-35060.0,-30754.0,-17292.0,-3569.0,23470.0,-7261.0,-5336.0,-5477.0,0,2280.0,2355.0,1591.0,5731.0,30314.0,5163.0,4383.0,4581.0,0,37340.0,33109.0,18883.0,9300.0,6844.0,12424.0,9719.0,10058.0,80,80.0,79.0,79.0,78.0,78.0,78.0,78.0,78.0
140,Gomes,WAT,GKP,45,0.2,457.0,0.0,45.6,40,0,0,0,0,0,61,0,0,0.5,2128,4,64,37,900.0,0.16830157545761185,3.1987398828685514,373,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22758,23020.0,21757.0,20888.0,20431.0,20017.0,19529.0,19140.0,18689.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1871.0,-1812.0,-1309.0,-1049.0,-690.0,-650.0,-491.0,-561.0,0,201.0,186.0,230.0,325.0,183.0,128.0,116.0,97.0,0,2072.0,1998.0,1539.0,1374.0,873.0,778.0,607.0,658.0,45,45.0,45.0,45.0,44.0,44.0,44.0,44.0,44.0
