,Name,Team,Position,Cost,Creativity,Influence,Threat,ICT,Goals_conceded,Goals_scored,Assists,Own_goals,Penalties_missed,Penalties_saved,Saves,Yellow_cards,Red_cards,TSB,Minutes,Bonus,Points,Age,Market_Value,PCS_1,PCS_2,Player_Id,bonus_GW1,bonus_GW2,bonus_GW3,bonus_GW4,bonus_GW5,bonus_GW6,bonus_GW7,bonus_GW8,bonus_GW9,bps_GW1,bps_GW2,bps_GW3,bps_GW4,bps_GW5,bps_GW6,bps_GW7,bps_GW8,bps_GW9,clean_sheets_GW1,clean_sheets_GW2,clean_sheets_GW3,clean_sheets_GW4,clean_sheets_GW5,clean_sheets_GW6,clean_sheets_GW7,clean_sheets_GW8,clean_sheets_GW9,goals_scored_GW1,goals_scored_GW2,goals_scored_GW3,goals_scored_GW4,goals_scored_GW5,goals_scored_GW6,goals_scored_GW7,goals_scored_GW8,goals_scored_GW9,ict_index_GW1,ict_index_GW2,ict_index_GW3,ict_index_GW4,ict_index_GW5,ict_index_GW6,ict_index_GW7,ict_index_GW8,ict_index_GW9,saves_GW1,saves_GW2,saves_GW3,saves_GW4,saves_GW5,saves_GW6,saves_GW7,saves_GW8,saves_GW9,selected_GW1,selected_GW2,selected_GW3,selected_GW4,selected_GW5,selected_GW6,selected_GW7,selected_GW8,selected_GW9,total_points_GW1,total_points_GW2,total_points_GW3,total_points_GW4,total_points_GW5,total_points_GW6,total_points_GW7,total_points_GW8,total_points_GW9,transfers_balance_GW1,transfers_balance_GW2,transfers_balance_GW3,transfers_balance_GW4,transfers_balance_GW5,transfers_balance_GW6,transfers_balance_GW7,transfers_balance_GW8,transfers_balance_GW9,transfers_in_GW1,transfers_in_GW2,transfers_in_GW3,transfers_in_GW4,transfers_in_GW5,transfers_in_GW6,transfers_in_GW7,transfers_in_GW8,transfers_in_GW9,transfers_out_GW1,transfers_out_GW2,transfers_out_GW3,transfers_out_GW4,transfers_out_GW5,transfers_out_GW6,transfers_out_GW7,transfers_out_GW8,transfers_out_GW9,value_GW1,value_GW2,value_GW3,value_GW4,value_GW5,value_GW6,value_GW7,value_GW8,value_GW9
93,Deeney,WAT,FWD,60,349.4,343.0,566.0,125.3,30,5,2,0,2,0,0,1,1,0.9,1836,7,73,30,9.0,1.1310866504827033,-0.270931559152469,396,2,39.0,2.0,29.0,8.0,4.0,10.0,6.0,0.0,2,39.0,2.0,29.0,8.0,4.0,10.0,6.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.1,16.1,4.1,8.4,4.8,5.3,12.2,9.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52178,55874.0,209117.0,206933.0,330747.0,364157.0,333543.0,317752.0,271790.0,2,12.0,2.0,7.0,2.0,2.0,1.0,2.0,0.0,0,-2276.0,116359.0,-2422.0,103191.0,29982.0,-28760.0,-19632.0,-46277.0,0,3602.0,139040.0,34275.0,138986.0,61307.0,15933.0,15572.0,8010.0,0,5878.0,22681.0,36697.0,35795.0,31325.0,44693.0,35204.0,54287.0,60,60.0,60.0,60.0,61.0,61.0,61.0,61.0,60.0
94,Defoe,BOU,FWD,60,144.9,209.4,539.0,88.9,21,4,2,0,0,0,0,1,0,0.7,1075,5,60,36,2.25,0.3597054537607658,-0.3505074012618452,46,3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42370,44329.0,37807.0,33018.0,30743.0,29444.0,28581.0,27876.0,26999.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,-5154.0,-8240.0,-6003.0,-3325.0,-1817.0,-1207.0,-903.0,-1174.0,0,1809.0,1198.0,602.0,898.0,595.0,449.0,273.0,388.0,0,6963.0,9438.0,6605.0,4223.0,2412.0,1656.0,1176.0,1562.0,60,60.0,59.0,58.0,58.0,58.0,57.0,57.0,57.0
95,Defour,BUR,MID,55,310.8,353.8,117.0,78.4,17,1,1,0,0,0,0,6,0,0.0,1998,0,62,30,6.3,-0.6157287980617442,-0.17825796788281092,77,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757,773.0,638.0,594.0,581.0,632.0,746.0,897.0,1072.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,-123.0,-151.0,-74.0,-53.0,-13.0,31.0,27.0,29.0,0,50.0,51.0,36.0,27.0,17.0,67.0,88.0,112.0,0,173.0,202.0,110.0,80.0,30.0,36.0,61.0,83.0,55,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0
96,Delph,MCI,DEF,55,263.7,369.2,62.0,69.4,17,1,2,0,0,0,0,2,0,0.4,1740,0,55,28,13.5,-0.6797853358161723,-0.16345173475691496,269,0,0.0,0.0,0.0,35.0,28.0,0.0,0.0,0.0,0,0.0,0.0,0.0,35.0,28.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18028,17704.0,15202.0,13552.0,12728.0,20326.0,35450.0,22433.0,15899.0,0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0,-2660.0,-3011.0,-1994.0,-1184.0,6470.0,13864.0,-11830.0,-6917.0,0,269.0,213.0,150.0,155.0,7543.0,15357.0,301.0,87.0,0,2929.0,3224.0,2144.0,1339.0,1073.0,1493.0,12131.0,7004.0,55,55.0,54.0,54.0,53.0,53.0,53.0,53.0,53.0
97,Dembele,TOT,MID,50,303.1,309.2,73.0,68.5,22,0,0,0,0,0,0,6,0,1.1,1875,3,52,31,16.2,-0.43113727146681935,0.06273612367901557,362,2,4.0,19.0,5.0,7.0,17.0,5.0,0.0,1.0,2,4.0,19.0,5.0,7.0,17.0,5.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.7,0.4,0.2,2.2,0.7,0.0,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72326,79455.0,73887.0,76050.0,75633.0,75073.0,74835.0,66639.0,61166.0,1,1.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,0,-7219.0,-8930.0,-1686.0,-3207.0,-2140.0,-1339.0,-8150.0,-5946.0,0,3683.0,2579.0,5000.0,3568.0,2827.0,2488.0,354.0,625.0,0,10902.0,11509.0,6686.0,6775.0,4967.0,3827.0,8504.0,6571.0,50,50.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
98,Depoitre,HUD,FWD,55,191.4,352.0,451.0,99.6,34,6,2,0,0,0,0,1,0,1.8,1807,14,94,29,4.05,1.7737674980786267,-0.19581162569040625,210,0,3.0,3.0,3.0,2.0,9.0,6.0,-5.0,4.0,0,3.0,3.0,3.0,2.0,9.0,6.0,-5.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.3,0.0,0.0,1.5,6.8,2.5,3.8,7.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67727,59774.0,51129.0,43408.0,37816.0,34022.0,33025.0,32408.0,29973.0,1,1.0,1.0,1.0,1.0,5.0,2.0,0.0,2.0,0,-8248.0,-9156.0,-8090.0,-5943.0,-3923.0,-1258.0,-836.0,-2470.0,0,460.0,932.0,429.0,582.0,362.0,1169.0,1362.0,915.0,0,8708.0,10088.0,8519.0,6525.0,4285.0,2427.0,2198.0,3385.0,55,55.0,54.0,54.0,53.0,53.0,53.0,52.0,52.0
99,Deulofeu,WAT,MID,55,141.3,92.4,124.0,35.8,3,1,1,0,0,0,0,0,0,3.7,433,3,25,24,12.6,-0.9938397022563199,-0.4447062076973848,394,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19281,14628.0,11323.0,9656.0,8551.0,7778.0,7290.0,7301.0,8366.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0,-5091.0,-3509.0,-1848.0,-1213.0,-826.0,-513.0,-54.0,856.0,0,225.0,180.0,161.0,199.0,114.0,61.0,297.0,1297.0,0,5316.0,3689.0,2009.0,1412.0,940.0,574.0,351.0,441.0,55,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0
100,Diabate,LEI,MID,50,130.8,98.6,67.0,29.7,12,0,1,0,0,0,0,1,0,0.1,579,0,21,22,2.7,-1.2059468529894593,-0.13157724999877224,232,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3158,2772.0,2490.0,2430.0,2407.0,2318.0,2231.0,2376.0,2616.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-602.0,-431.0,-202.0,-149.0,-118.0,-104.0,-7.0,-16.0,0,48.0,88.0,132.0,124.0,43.0,23.0,104.0,181.0,0,650.0,519.0,334.0,273.0,161.0,127.0,111.0,197.0,50,49.0,49.0,48.0,48.0,48.0,48.0,47.0,47.0
101,Diakhaby,HUD,MID,50,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,22,7.2,-1.7041157719259885,-0.3800545638988259,471,2,2.0,2.0,4.0,2.0,-1.0,0.0,0.0,6.0,2,2.0,2.0,4.0,2.0,-1.0,0.0,0.0,6.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.6,0.6,0.5,0.0,0.0,0.0,2.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2723,2316.0,2072.0,2010.0,1778.0,1622.0,1493.0,1404.0,1359.0,1,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0,-471.0,-292.0,-145.0,-245.0,-180.0,-138.0,-95.0,-67.0,0,33.0,142.0,170.0,57.0,53.0,17.0,12.0,67.0,0,504.0,434.0,315.0,302.0,233.0,155.0,107.0,134.0,50,50.0,49.0,49.0,49.0,48.0,48.0,48.0,47.0
102,Diame,NEW,MID,50,214.2,431.8,203.0,85.3,27,2,0,0,0,0,0,3,0,0.1,2034,3,70,31,4.5,0.056144312354406034,-0.021918053434723223,319,7,2.0,4.0,6.0,4.0,1.0,2.0,1.0,10.0,7,2.0,4.0,6.0,4.0,1.0,2.0,1.0,10.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,4.0,2.0,1.3,1.3,1.6,1.4,3.5,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5156,5887.0,6011.0,5883.0,6060.0,5992.0,6026.0,5868.0,5950.0,1,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,0,-246.0,-186.0,-292.0,-25.0,-150.0,-47.0,-182.0,-30.0,0,351.0,470.0,293.0,548.0,341.0,312.0,188.0,433.0,0,597.0,656.0,585.0,573.0,491.0,359.0,370.0,463.0,50,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
103,Diaz,MCI,MID,50,5.6,6.8,53.0,6.6,1,0,0,0,0,0,0,0,0,0.1,50,0,5,19,4.5,-1.6332424488771644,-0.3661343112565236,278,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2951,3057.0,2847.0,2692.0,2678.0,2680.0,2544.0,2502.0,2552.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-410.0,-375.0,-296.0,-147.0,-81.0,-181.0,-74.0,-29.0,0,108.0,103.0,71.0,93.0,76.0,30.0,38.0,77.0,0,518.0,478.0,367.0,240.0,157.0,211.0,112.0,106.0,50,50.0,49.0,49.0,49.0,48.0,48.0,48.0,48.0
104,Dier,TOT,MID,50,293.4,604.2,289.0,118.6,30,0,2,0,0,0,0,4,0,1.8,2822,2,85,24,36.0,0.030075870625956777,0.17508564126377477,361,15,20.0,7.0,0.0,14.0,17.0,7.0,32.0,13.0,15,20.0,7.0,0.0,14.0,17.0,7.0,32.0,13.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.8,4.3,0.9,0.0,1.6,3.3,1.9,10.2,1.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109552,91404.0,93090.0,94037.0,87952.0,85519.0,83438.0,85765.0,124064.0,1,2.0,3.0,0.0,2.0,2.0,3.0,8.0,3.0,0,-23024.0,-3771.0,-1740.0,-7238.0,-3617.0,-2737.0,1314.0,32151.0,0,2044.0,6917.0,6477.0,2488.0,2887.0,2190.0,4702.0,38979.0,0,25068.0,10688.0,8217.0,9726.0,6504.0,4927.0,3388.0,6828.0,50,49.0,49.0,49.0,49.0,49.0,48.0,48.0,48.0
105,Diop,WHU,DEF,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,21,19.8,-1.7041157719259885,-0.3800545638988259,409,0,0.0,-1.0,19.0,12.0,24.0,12.0,13.0,26.0,0,0.0,-1.0,19.0,12.0,24.0,12.0,13.0,26.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.3,4.4,2.5,3.9,1.3,5.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46623,43284.0,35248.0,33025.0,30498.0,29416.0,31129.0,33543.0,33796.0,0,0.0,-2.0,2.0,2.0,6.0,2.0,2.0,2.0,0,-5382.0,-8383.0,-3001.0,-2774.0,-1273.0,1208.0,1991.0,87.0,0,526.0,243.0,835.0,276.0,452.0,2245.0,2872.0,1778.0,0,5908.0,8626.0,3836.0,3050.0,1725.0,1037.0,881.0,1691.0,45,45.0,44.0,44.0,44.0,43.0,43.0,43.0,43.0
106,Doherty,WOL,DEF,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,26,2.25,-1.7041157719259885,-0.3800545638988259,425,11,-3.0,7.0,26.0,31.0,7.0,43.0,38.0,11.0,11,-3.0,7.0,26.0,31.0,7.0,43.0,38.0,11.0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.6,3.0,3.8,8.4,11.3,3.6,7.8,6.9,1.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59443,57271.0,40451.0,39336.0,53553.0,110337.0,194129.0,346065.0,898843.0,1,-1.0,2.0,6.0,12.0,2.0,12.0,15.0,1.0,0,-4006.0,-16695.0,-1917.0,12590.0,50654.0,74759.0,142941.0,523233.0,0,1063.0,260.0,2371.0,18679.0,59052.0,81674.0,151501.0,534466.0,0,5069.0,16955.0,4288.0,6089.0,8398.0,6915.0,8560.0,11233.0,45,45.0,44.0,44.0,44.0,44.0,45.0,46.0,48.0
107,Doucoure,WAT,MID,60,595.8,859.0,537.0,199.7,63,7,4,0,0,0,0,10,0,6.4,3324,16,136,25,13.5,3.4764972081517653,0.2745321273204238,390,16,26.0,13.0,9.0,28.0,16.0,10.0,5.0,35.0,16,26.0,13.0,9.0,28.0,16.0,10.0,5.0,35.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,5.2,6.3,0.8,6.4,4.7,3.4,2.5,13.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108189,102174.0,101619.0,93812.0,86060.0,94126.0,88651.0,85802.0,79496.0,3,6.0,2.0,0.0,8.0,2.0,1.0,1.0,11.0,0,-10474.0,-3442.0,-8765.0,-8815.0,5811.0,-5346.0,-3475.0,-6539.0,0,3062.0,8699.0,3935.0,3322.0,12004.0,2384.0,2461.0,1800.0,0,13536.0,12141.0,12700.0,12137.0,6193.0,7730.0,5936.0,8339.0,60,60.0,60.0,60.0,59.0,59.0,59.0,59.0,59.0
108,Drinkwater,CHE,MID,50,88.1,116.4,54.0,25.7,7,1,0,0,0,0,0,0,0,0.2,520,1,24,28,18.0,-1.143244219563619,-0.33588644310045196,128,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9829,9817.0,8970.0,8398.0,8068.0,7844.0,7602.0,7467.0,7350.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1421.0,-1199.0,-863.0,-631.0,-384.0,-305.0,-205.0,-193.0,0,222.0,205.0,134.0,154.0,94.0,59.0,61.0,86.0,0,1643.0,1404.0,997.0,785.0,478.0,364.0,266.0,279.0,50,50.0,49.0,49.0,48.0,48.0,48.0,48.0,47.0
109,Dubravka,NEW,GKP,50,0.0,234.6,0.0,23.3,11,0,0,0,0,1,26,0,0,0.8,1080,5,53,29,3.6,-0.7378909167057931,1.00047143584961,309,15,20.0,12.0,22.0,8.0,29.0,12.0,25.0,11.0,15,20.0,12.0,22.0,8.0,29.0,12.0,25.0,11.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,1.8,4.7,0.3,2.5,2.5,4.6,1.5,3,0.0,2.0,6.0,0.0,4.0,3.0,7.0,1.0,18497,22684.0,23717.0,23694.0,25220.0,25283.0,27263.0,27037.0,31527.0,2,6.0,1.0,3.0,1.0,10.0,2.0,3.0,2.0,0,693.0,-76.0,-642.0,569.0,-221.0,1362.0,-255.0,3504.0,0,1501.0,1376.0,772.0,1824.0,865.0,2124.0,920.0,5102.0,0,808.0,1452.0,1414.0,1255.0,1086.0,762.0,1175.0,1598.0,50,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
110,Duffy,BHA,DEF,45,98.9,1027.6,361.0,148.9,52,0,2,0,0,0,0,8,0,0.7,3292,7,100,26,10.8,1.2042829172259664,0.687629309758828,49,16,19.0,13.0,13.0,35.0,17.0,8.0,19.0,29.0,16,19.0,13.0,13.0,35.0,17.0,8.0,19.0,29.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.7,6.8,4.4,2.0,8.7,3.7,4.3,2.2,6.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153522,142581.0,152219.0,164905.0,154147.0,172459.0,192194.0,201920.0,237486.0,1,7.0,2.0,1.0,12.0,4.0,0.0,5.0,7.0,0,-14140.0,3096.0,8883.0,-10801.0,13977.0,17736.0,8602.0,31141.0,0,844.0,15074.0,19625.0,3123.0,21850.0,25150.0,17001.0,41724.0,0,14984.0,11978.0,10742.0,13924.0,7873.0,7414.0,8399.0,10583.0,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
111,Dummett,NEW,DEF,45,97.8,333.6,58.0,49.0,18,0,0,0,0,0,0,1,0,0.2,1602,0,52,27,3.15,-0.925189994298172,-0.014659452760993999,313,8,23.0,11.0,15.0,10.0,27.0,0.0,0.0,16.0,8,23.0,11.0,15.0,10.0,27.0,0.0,0.0,16.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,2.6,1.8,2.3,3.1,0.0,0.0,6.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9349,12141.0,14446.0,14124.0,13428.0,13107.0,12977.0,11460.0,10387.0,1,6.0,1.0,1.0,1.0,6.0,0.0,0.0,2.0,0,1021.0,1006.0,-583.0,-880.0,-438.0,-246.0,-1467.0,-1137.0,0,1989.0,2652.0,717.0,271.0,273.0,638.0,14.0,41.0,0,968.0,1646.0,1300.0,1151.0,711.0,884.0,1481.0,1178.0,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
112,Dunk,BHA,DEF,45,147.8,1002.8,425.0,157.9,54,1,1,4,0,0,0,7,0,3.8,3420,7,97,26,9.0,1.4402448806390862,0.6319260605262526,48,14,2.0,0.0,16.0,15.0,10.0,12.0,23.0,31.0,14,2.0,0.0,16.0,15.0,10.0,12.0,23.0,31.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,4.0,2.2,2.6,2.7,1.6,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152747,145429.0,111976.0,92382.0,85938.0,81353.0,77723.0,75661.0,75812.0,1,1.0,0.0,1.0,1.0,1.0,1.0,6.0,8.0,0,-12459.0,-33424.0,-20334.0,-7287.0,-4821.0,-3753.0,-2207.0,-232.0,0,1424.0,392.0,276.0,909.0,460.0,515.0,769.0,2923.0,0,13883.0,33816.0,20610.0,8196.0,5281.0,4268.0,2976.0,3155.0,45,45.0,45.0,44.0,44.0,44.0,44.0,44.0,44.0
113,Durm,HUD,DEF,45,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,26,900.0,-1.7041157719259885,-0.3800545638988259,461,0,0.0,0.0,9.0,0.0,8.0,12.0,8.0,11.0,0,0.0,0.0,9.0,0.0,8.0,12.0,8.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,2.7,2.7,5.1,4.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13149,10295.0,8015.0,7107.0,6790.0,6422.0,6218.0,6098.0,5940.0,0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0,-2802.0,-2410.0,-1002.0,-441.0,-432.0,-254.0,-166.0,-211.0,0,39.0,21.0,24.0,50.0,25.0,32.0,50.0,48.0,0,2841.0,2431.0,1026.0,491.0,457.0,286.0,216.0,259.0,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
114,Ederson,MCI,GKP,55,10.0,546.2,0.0,55.6,26,0,0,0,0,2,58,1,0,16.6,3195,10,158,25,45.0,0.4121515239415133,2.7258483144651953,260,27,18.0,9.0,11.0,26.0,25.0,21.0,28.0,24.0,27,18.0,9.0,11.0,26.0,25.0,21.0,28.0,24.0,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3.0,1.2,1.1,2.7,1.6,1.0,2.0,0.7,3,0.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,796937,977341.0,1175938.0,1249525.0,1277911.0,1347362.0,1390813.0,1386500.0,1469588.0,8,5.0,2.0,2.0,7.0,6.0,6.0,7.0,6.0,0,59868.0,136156.0,50844.0,8668.0,51817.0,33632.0,-893.0,53758.0,0,83518.0,186295.0,97667.0,72954.0,74865.0,51800.0,38526.0,78100.0,0,23650.0,50139.0,46823.0,64286.0,23048.0,18168.0,39419.0,24342.0,55,55.0,56.0,56.0,56.0,56.0,57.0,57.0,57.0
115,Elliot,NEW,GKP,45,0.0,364.2,0.0,36.5,21,0,0,0,0,1,44,0,0,0.5,1440,4,57,32,1.35,-0.4190117233438863,2.0047162758834194,307,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16575,16712.0,15496.0,14735.0,13987.0,13496.0,13071.0,12686.0,12371.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1138.0,-1528.0,-1029.0,-924.0,-573.0,-471.0,-427.0,-385.0,0,179.0,97.0,110.0,107.0,65.0,50.0,48.0,60.0,0,1317.0,1625.0,1139.0,1031.0,638.0,521.0,475.0,445.0,45,45.0,45.0,45.0,44.0,44.0,44.0,44.0,44.0
116,Elneny,ARS,MID,45,194.4,138.2,92.0,42.5,12,0,1,0,0,0,0,3,1,3.4,865,0,22,26,9.0,-1.114844221516495,-0.15263500377782419,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120790,131230.0,126971.0,129719.0,127820.0,123906.0,134953.0,146353.0,158488.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-14851.0,-13727.0,-6521.0,-8141.0,-6829.0,4249.0,7472.0,7536.0,0,3450.0,6902.0,9906.0,4757.0,1834.0,12632.0,15152.0,18646.0,0,18301.0,20629.0,16427.0,12898.0,8663.0,8383.0,7680.0,11110.0,45,45.0,44.0,44.0,44.0,44.0,43.0,43.0,43.0
