,Name,Player_Id,bonus_GW1,bonus_GW2,bonus_GW3,bonus_GW4,bonus_GW5,bonus_GW6,bonus_GW7,bonus_GW8,bonus_GW9,bps_GW1,bps_GW2,bps_GW3,bps_GW4,bps_GW5,bps_GW6,bps_GW7,bps_GW8,bps_GW9,clean_sheets_GW1,clean_sheets_GW2,clean_sheets_GW3,clean_sheets_GW4,clean_sheets_GW5,clean_sheets_GW6,clean_sheets_GW7,clean_sheets_GW8,clean_sheets_GW9,goals_scored_GW1,goals_scored_GW2,goals_scored_GW3,goals_scored_GW4,goals_scored_GW5,goals_scored_GW6,goals_scored_GW7,goals_scored_GW8,goals_scored_GW9,ict_index_GW1,ict_index_GW2,ict_index_GW3,ict_index_GW4,ict_index_GW5,ict_index_GW6,ict_index_GW7,ict_index_GW8,ict_index_GW9,saves_GW1,saves_GW2,saves_GW3,saves_GW4,saves_GW5,saves_GW6,saves_GW7,saves_GW8,saves_GW9,total_points_GW1,total_points_GW2,total_points_GW3,total_points_GW4,total_points_GW5,total_points_GW6,total_points_GW7,total_points_GW8,total_points_GW9
54,Suttner,52,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Schelotto,53,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Balogun,54,0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Knockaert,55,4,14.0,5.0,30.0,20.0,23.0,7.0,17.0,0.0,4,14.0,5.0,30.0,20.0,23.0,7.0,17.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.6,5.0,2.3,6.1,11.4,13.5,7.6,7.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.0,2.0,6.0,4.0,7.0,1.0,3.0,0.0
58,Stephens,56,14,12.0,12.0,11.0,11.0,4.0,0.0,0.0,10.0,14,12.0,12.0,11.0,11.0,4.0,0.0,0.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,3.0,3.6,1.1,1.4,0.3,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0
59,Kayal,57,0,3.0,0.0,0.0,0.0,6.0,12.0,22.0,23.0,0,3.0,0.0,0.0,0.0,6.0,12.0,22.0,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.7,1.7,6.4,6.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,7.0
60,March,58,6,19.0,8.0,7.0,5.0,7.0,9.0,1.0,5.0,6,19.0,8.0,7.0,5.0,7.0,9.0,1.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.2,1.9,7.8,2.4,2.3,2.5,2.1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0
61,Gross,59,6,29.0,4.0,-3.0,0.0,0.0,0.0,0.0,0.0,6,29.0,4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,8.1,4.5,5.1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
62,Propper,60,9,11.0,7.0,9.0,12.0,8.0,7.0,8.0,0.0,9,11.0,7.0,9.0,12.0,8.0,7.0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.9,1.8,2.0,1.3,0.5,0.9,1.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0
63,Izquierdo,61,0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,13.0,0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,3.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0
64,Murray,62,1,14.0,1.0,44.0,26.0,-3.0,2.0,32.0,1.0,1,14.0,1.0,44.0,26.0,-3.0,2.0,32.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.1,6.0,2.5,13.1,7.2,0.0,0.0,14.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.0,2.0,12.0,6.0,2.0,1.0,9.0,1.0
65,Hemed,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Baldock,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Locadia,65,0,3.0,3.0,1.0,-3.0,2.0,1.0,2.0,8.0,0,3.0,3.0,1.0,-3.0,2.0,1.0,2.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.2,4.8,0.6,0.0,0.0,4.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0
68,Andone,66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Button,179,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Steele,439,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Bernardo,440,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
72,Bissouma,466,2,0.0,8.0,1.0,7.0,0.0,5.0,4.0,0.0,2,0.0,8.0,1.0,7.0,0.0,5.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,3.2,0.6,0.7,0.9,0.8,0.3,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0
73,Jahanbakhsh,476,3,0.0,4.0,1.0,1.0,4.0,1.0,1.0,13.0,3,0.0,4.0,1.0,1.0,4.0,1.0,1.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.4,0.2,2.0,1.5,0.0,1.4,4.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
74,Montoya,503,0,10.0,11.0,16.0,14.0,8.0,8.0,0.0,0.0,0,10.0,11.0,16.0,14.0,8.0,8.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,4.3,6.4,5.3,2.4,2.6,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
75,Heaton,67,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Pope,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Lowton,69,26,21.0,15.0,0.0,0.0,17.0,10.0,5.0,10.0,26,21.0,15.0,0.0,0.0,17.0,10.0,5.0,10.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.6,5.8,0.0,0.0,3.2,2.1,2.0,2.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0
78,Mee,70,31,13.0,20.0,16.0,14.0,26.0,10.0,7.0,8.0,31,13.0,20.0,16.0,14.0,26.0,10.0,7.0,8.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,2.9,5.9,3.1,2.8,2.6,2.5,3.0,1.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1.0,3.0,1.0,2.0,6.0,2.0,1.0,0.0
79,Ward,71,24,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,24,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,2.7,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Tarkowski,72,30,22.0,26.0,14.0,15.0,24.0,4.0,17.0,9.0,30,22.0,26.0,14.0,15.0,24.0,4.0,17.0,9.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,9.7,9.1,3.0,5.0,3.4,0.6,3.8,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7.0,5.0,1.0,2.0,6.0,1.0,2.0,0.0
81,Long,73,0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
82,Taylor,74,2,4.0,12.0,15.0,9.0,20.0,9.0,11.0,14.0,2,4.0,12.0,15.0,9.0,20.0,9.0,11.0,14.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7.6,3.2,2.6,1.3,3.1,2.1,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,6.0,2.0,2.0,0.0
83,Bardsley,75,0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
84,Gudmundsson,76,6,21.0,3.0,0.0,3.0,31.0,38.0,25.0,12.0,6,21.0,3.0,0.0,3.0,31.0,38.0,25.0,12.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.9,7.6,0.3,0.0,2.3,10.1,10.5,9.5,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5.0,1.0,0.0,1.0,9.0,13.0,7.0,2.0
85,Defour,77,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
86,Hendrick,78,1,5.0,29.0,3.0,14.0,0.0,0.0,4.0,5.0,1,5.0,29.0,3.0,14.0,0.0,0.0,4.0,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3.2,11.8,0.6,2.2,0.0,0.0,0.2,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,7.0,1.0,2.0,0.0,0.0,1.0,1.0
87,Brady,79,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Westwood,80,13,14.0,13.0,16.0,4.0,22.0,18.0,12.0,2.0,13,14.0,13.0,16.0,4.0,22.0,18.0,12.0,2.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.6,1.7,3.3,0.8,7.4,6.4,5.2,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,2.0,2.0,1.0,5.0,4.0,2.0,1.0
89,Walters,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Cork,82,10,13.0,8.0,15.0,8.0,11.0,12.0,14.0,9.0,10,13.0,8.0,15.0,8.0,11.0,12.0,14.0,9.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,2.0,1.9,3.8,1.6,1.3,1.5,5.5,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0
91,Lennon,83,6,4.0,4.0,2.0,6.0,38.0,7.0,9.0,4.0,6,4.0,4.0,2.0,6.0,38.0,7.0,9.0,4.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.9,1.4,1.9,0.8,1.1,14.8,0.8,4.0,0.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,2.0,2.0,2.0,13.0,1.0,2.0,2.0
92,Vokes,84,2,3.0,1.0,-5.0,8.0,3.0,29.0,29.0,3.0,2,3.0,1.0,-5.0,8.0,3.0,29.0,29.0,3.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2,3.6,0.4,7.4,2.2,2.4,7.3,11.1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,2.0,2.0,8.0,9.0,2.0
93,Barnes,85,4,0.0,3.0,4.0,2.0,51.0,0.0,4.0,3.0,4,0.0,3.0,4.0,2.0,51.0,0.0,4.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.3,0.0,0.0,2.0,3.2,12.1,0.0,0.3,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,12.0,0.0,2.0,1.0
94,Wells,86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Wood,87,2,3.0,3.0,8.0,2.0,3.0,3.0,0.0,3.0,2,3.0,3.0,8.0,2.0,3.0,3.0,0.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.9,1.3,0.8,0.1,1.2,0.4,0.2,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
96,Lindegaard,485,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Hart,490,26,14.0,27.0,38.0,20.0,32.0,15.0,11.0,17.0,26,14.0,27.0,38.0,20.0,32.0,15.0,11.0,17.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.0,4.8,7.4,4.5,3.3,2.4,0.8,4.3,3,3.0,8.0,7.0,5.0,6.0,3.0,1.0,5.0,7,2.0,2.0,10.0,3.0,9.0,3.0,2.0,1.0
98,Gibson,491,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Vydra,495,0,0.0,0.0,2.0,3.0,28.0,5.0,2.0,0.0,0,0.0,0.0,2.0,3.0,28.0,5.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.0,7.0,0.9,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,5.0,2.0,1.0,0.0
100,McNeil,534,18,0.0,0.0,0.0,0.0,0.0,,,,18,0.0,0.0,0.0,0.0,0.0,,,,0,0.0,0.0,0.0,0.0,0.0,,,,0,0.0,0.0,0.0,0.0,0.0,,,,6.2,0.0,0.0,0.0,0.0,0.0,,,,0,0.0,0.0,0.0,0.0,0.0,,,,1,0.0,0.0,0.0,0.0,0.0,,,
101,Arter,33,0,11.0,8.0,4.0,5.0,9.0,12.0,5.0,11.0,0,11.0,8.0,4.0,5.0,9.0,12.0,5.0,11.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,2.5,2.7,0.0,0.5,1.0,3.3,3.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0
102,Etheridge,88,26,50.0,23.0,23.0,14.0,18.0,8.0,18.0,12.0,26,50.0,23.0,23.0,14.0,18.0,8.0,18.0,12.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,6.7,1.0,5.8,2.7,3.9,0.2,3.8,1.5,2,6.0,1.0,8.0,3.0,5.0,0.0,5.0,2.0,6,16.0,6.0,3.0,1.0,1.0,1.0,3.0,1.0
103,Smithies,89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Morrison,90,14,17.0,20.0,23.0,21.0,10.0,11.0,12.0,-1.0,14,17.0,20.0,23.0,21.0,10.0,11.0,12.0,-1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.4,3.2,9.0,4.1,2.9,5.6,6.4,2.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,6.0,4.0,3.0,0.0,1.0,2.0,0.0
105,Bamba,91,7,23.0,26.0,9.0,20.0,0.0,13.0,12.0,26.0,7,23.0,26.0,9.0,20.0,0.0,13.0,12.0,26.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,5.8,4.9,2.0,8.1,0.0,3.0,3.3,6.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,8.0,1.0,6.0,0.0,1.0,2.0,3.0
106,Ecuele Manga,92,8,22.0,22.0,16.0,11.0,16.0,20.0,11.0,13.0,8,22.0,22.0,16.0,11.0,16.0,20.0,11.0,13.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.7,2.8,2.3,2.7,2.9,4.0,2.4,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,6.0,1.0,0.0,0.0,4.0,2.0,1.0
107,Connolly,93,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
