,Name,Player_Id,bonus_GW1,bonus_GW2,bonus_GW3,bonus_GW4,bonus_GW5,bonus_GW6,bonus_GW7,bonus_GW8,bonus_GW9,bps_GW1,bps_GW2,bps_GW3,bps_GW4,bps_GW5,bps_GW6,bps_GW7,bps_GW8,bps_GW9,clean_sheets_GW1,clean_sheets_GW2,clean_sheets_GW3,clean_sheets_GW4,clean_sheets_GW5,clean_sheets_GW6,clean_sheets_GW7,clean_sheets_GW8,clean_sheets_GW9,goals_scored_GW1,goals_scored_GW2,goals_scored_GW3,goals_scored_GW4,goals_scored_GW5,goals_scored_GW6,goals_scored_GW7,goals_scored_GW8,goals_scored_GW9,ict_index_GW1,ict_index_GW2,ict_index_GW3,ict_index_GW4,ict_index_GW5,ict_index_GW6,ict_index_GW7,ict_index_GW8,ict_index_GW9,saves_GW1,saves_GW2,saves_GW3,saves_GW4,saves_GW5,saves_GW6,saves_GW7,saves_GW8,saves_GW9,total_points_GW1,total_points_GW2,total_points_GW3,total_points_GW4,total_points_GW5,total_points_GW6,total_points_GW7,total_points_GW8,total_points_GW9
476,Doucoure,390,16,26.0,13.0,9.0,28.0,16.0,10.0,5.0,35.0,16,26.0,13.0,9.0,28.0,16.0,10.0,5.0,35.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,5.2,6.3,0.8,6.4,4.7,3.4,2.5,13.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6.0,2.0,0.0,8.0,2.0,1.0,1.0,11.0
477,Pereyra,391,56,14.0,21.0,4.0,7.0,3.0,7.0,13.0,27.0,56,14.0,21.0,4.0,7.0,3.0,7.0,13.0,27.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.4,2.9,11.0,2.0,7.9,1.2,2.7,4.0,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2.0,8.0,2.0,2.0,2.0,2.0,2.0,8.0
478,Hughes,392,3,28.0,3.0,13.0,23.0,17.0,5.0,4.0,3.0,3,28.0,3.0,13.0,23.0,17.0,5.0,4.0,3.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,9.3,6.9,2.4,7.9,6.0,3.7,2.3,3.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0
479,Deulofeu,394,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
480,Gray,395,8,18.0,4.0,2.0,27.0,21.0,0.0,0.0,3.0,8,18.0,4.0,2.0,27.0,21.0,0.0,0.0,3.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.9,7.5,3.3,0.3,8.2,9.3,2.8,4.3,1.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6.0,2.0,2.0,8.0,6.0,2.0,1.0,1.0
481,Deeney,396,2,39.0,2.0,29.0,8.0,4.0,10.0,6.0,0.0,2,39.0,2.0,29.0,8.0,4.0,10.0,6.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.1,16.1,4.1,8.4,4.8,5.3,12.2,9.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,12.0,2.0,7.0,2.0,2.0,1.0,2.0,0.0
482,Okaka,397,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,Sinclair,398,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,Foster,445,23,13.0,12.0,13.0,17.0,14.0,10.0,14.0,22.0,23,13.0,12.0,13.0,17.0,14.0,10.0,14.0,22.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.5,1.9,0.7,2.7,2.7,0.7,2.8,1.3,0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0,6,2.0,2.0,2.0,2.0,2.0,1.0,1.0,6.0
485,Sema,446,5,1.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,5,1.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
486,Quina,517,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,Success,524,3,1.0,3.0,-4.0,3.0,1.0,-5.0,4.0,6.0,3,1.0,3.0,-4.0,3.0,1.0,-5.0,4.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,1.0,0.6,0.3,3.5,2.3,0.5,2.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
488,Wilmot,544,3,,,,,,,,,3,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0.0,,,,,,,,,0,,,,,,,,,1,,,,,,,,
489,Adrian,399,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,Fabianski,400,18,16.0,26.0,19.0,16.0,34.0,16.0,13.0,11.0,18,16.0,26.0,19.0,16.0,34.0,16.0,13.0,11.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,5.9,3.8,2.3,3.8,2.1,2.0,1.2,4,3.0,9.0,5.0,3.0,6.0,3.0,3.0,1.0,1,2.0,5.0,3.0,3.0,11.0,3.0,3.0,2.0
491,Reid,401,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,Cresswell,402,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,18.0,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
493,Ogbonna,403,16,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,Byram,404,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,Zabaleta,405,0,11.0,0.0,0.0,9.0,27.0,32.0,7.0,15.0,0,11.0,0.0,0.0,9.0,27.0,32.0,7.0,15.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,1.9,2.3,6.6,2.4,1.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,7.0,8.0,2.0,2.0
496,Rice,406,5,0.0,0.0,0.0,18.0,25.0,15.0,16.0,15.0,5,0.0,0.0,0.0,18.0,25.0,15.0,16.0,15.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,3.0,1.5,2.9,1.4,4.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,6.0,2.0,2.0,2.0
497,Oxford,407,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,Fredericks,408,5,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,5,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,4.7,3.6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
499,Diop,409,0,0.0,-1.0,19.0,12.0,24.0,12.0,13.0,26.0,0,0.0,-1.0,19.0,12.0,24.0,12.0,13.0,26.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.3,4.4,2.5,3.9,1.3,5.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-2.0,2.0,2.0,6.0,2.0,2.0,2.0
500,Masuaku,410,16,10.0,25.0,0.0,13.0,12.0,22.0,10.0,0.0,16,10.0,25.0,0.0,13.0,12.0,22.0,10.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.9,5.5,0.0,3.9,3.2,3.0,2.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.0,0.0,1.0,3.0,2.0,2.0,0.0
501,Noble,411,12,10.0,0.0,0.0,17.0,9.0,27.0,9.0,5.0,12,10.0,0.0,0.0,17.0,9.0,27.0,9.0,5.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,3.4,0.0,0.0,3.4,1.5,5.9,3.2,3.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,0.0,5.0,3.0,5.0,2.0,1.0
502,Obiang,413,0,0.0,0.0,7.0,28.0,6.0,2.0,11.0,0.0,0,0.0,0.0,7.0,28.0,6.0,2.0,11.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.0,2.3,0.4,6.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,6.0,3.0,2.0,1.0,0.0
503,Lanzini,414,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,Antonio,415,5,0.0,12.0,2.0,2.0,3.0,3.0,3.0,4.0,5,0.0,12.0,2.0,2.0,3.0,3.0,3.0,4.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,5.1,11.3,3.7,4.0,0.3,1.8,1.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0
505,Fernandes,416,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,Arnautovic,417,-1,35.0,19.0,0.0,43.0,0.0,30.0,3.0,7.0,-1,35.0,19.0,0.0,43.0,0.0,30.0,3.0,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.6,13.2,9.0,4.2,8.7,0.0,8.6,11.0,10.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8.0,5.0,2.0,12.0,0.0,7.0,1.0,1.0
507,Carroll,418,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,Chicharito,419,3,15.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,3,15.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,1.0,1.2,0.0,0.0,0.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
509,Hugill,420,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,Wilshere,447,10,14.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,10,14.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,3.9,1.1,2.3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
511,Yarmolenko,453,3,0.0,2.0,3.0,36.0,12.0,18.0,10.0,4.0,3,0.0,2.0,3.0,36.0,12.0,18.0,10.0,4.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,1.4,0.0,4.2,11.3,3.8,1.9,4.3,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,13.0,3.0,5.0,2.0,1.0
512,Balbuena,464,16,12.0,11.0,25.0,14.0,30.0,15.0,10.0,14.0,16,12.0,11.0,25.0,14.0,30.0,15.0,10.0,14.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,2.6,2.3,4.6,2.1,3.4,3.0,7.6,3.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1.0,1.0,2.0,2.0,8.0,2.0,2.0,2.0
513,Felipe Anderson,465,10,9.0,21.0,9.0,17.0,5.0,32.0,22.0,3.0,10,9.0,21.0,9.0,17.0,5.0,32.0,22.0,3.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.4,4.5,10.5,5.2,7.2,3.3,14.4,11.4,1.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,5.0,2.0,2.0,2.0,10.0,2.0,1.0
514,Snodgrass,489,5,3.0,13.0,0.0,0.0,4.0,0.0,-1.0,6.0,5,3.0,13.0,0.0,0.0,4.0,0.0,-1.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.1,7.2,1.3,0.4,1.7,0.3,0.2,8.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0
515,Lucas,502,0,4.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,0,4.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.9,0.0,0.0,0.2,0.0,2.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
516,Carlos Sanchez,518,0,3.0,15.0,12.0,4.0,3.0,0.0,0.0,0.0,0,3.0,15.0,12.0,4.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8,2.1,1.2,0.1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0
517,Diangana,539,3,0.0,4.0,,,,,,,3,0.0,4.0,,,,,,,0,0.0,0.0,,,,,,,0,0.0,0.0,,,,,,,0.0,0.0,2.4,,,,,,,0,0.0,0.0,,,,,,,1,0.0,1.0,,,,,,
518,Ruddy,421,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,Norris,422,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,Boly,423,19,16.0,24.0,28.0,28.0,9.0,23.0,21.0,13.0,19,16.0,24.0,28.0,28.0,9.0,23.0,21.0,13.0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,2.6,9.4,2.8,3.7,4.0,1.5,2.4,3.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,8.0,8.0,7.0,2.0,6.0,6.0,1.0
521,Douglas,424,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,Doherty,425,11,-3.0,7.0,26.0,31.0,7.0,43.0,38.0,11.0,11,-3.0,7.0,26.0,31.0,7.0,43.0,38.0,11.0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.6,3.0,3.8,8.4,11.3,3.6,7.8,6.9,1.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1.0,2.0,6.0,12.0,2.0,12.0,15.0,1.0
523,Saiss,426,0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
524,Bennett,427,18,9.0,9.0,26.0,26.0,11.0,20.0,24.0,7.0,18,9.0,9.0,26.0,26.0,11.0,20.0,24.0,7.0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,1.8,1.5,1.6,3.0,2.7,4.0,1.2,5.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,2.0,5.0,6.0,2.0,6.0,7.0,0.0
525,Batth,428,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,Miranda,429,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,Coady,430,14,16.0,6.0,28.0,26.0,12.0,28.0,20.0,14.0,14,16.0,6.0,28.0,26.0,12.0,28.0,20.0,14.0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.9,1.0,2.1,1.6,2.2,3.3,0.8,1.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,8.0,6.0,2.0,6.0,5.0,1.0
528,Vinagre,431,3,0.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,3,0.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.9,0.0,0.0,0.0,0.0,0.0,2.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
529,Jota,432,15,1.0,8.0,5.0,12.0,8.0,0.0,11.0,-3.0,15,1.0,8.0,5.0,12.0,8.0,0.0,11.0,-3.0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2.2,8.0,1.1,9.5,3.0,0.6,3.7,3.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0
530,Neves,433,44,11.0,9.0,11.0,5.0,13.0,18.0,13.0,6.0,44,11.0,9.0,11.0,5.0,13.0,18.0,13.0,6.0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,2.4,5.1,2.1,9.4,5.1,6.4,2.8,2.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0
