,Name,Player_Id,assists_GW1,assists_GW2,assists_GW3,assists_GW4,assists_GW5,assists_GW6,assists_GW7,assists_GW8,assists_GW9,bonus_GW1,bonus_GW2,bonus_GW3,bonus_GW4,bonus_GW5,bonus_GW6,bonus_GW7,bonus_GW8,bonus_GW9,bps_GW1,bps_GW2,bps_GW3,bps_GW4,bps_GW5,bps_GW6,bps_GW7,bps_GW8,bps_GW9,clean_sheets_GW1,clean_sheets_GW2,clean_sheets_GW3,clean_sheets_GW4,clean_sheets_GW5,clean_sheets_GW6,clean_sheets_GW7,clean_sheets_GW8,clean_sheets_GW9,goals_scored_GW1,goals_scored_GW2,goals_scored_GW3,goals_scored_GW4,goals_scored_GW5,goals_scored_GW6,goals_scored_GW7,goals_scored_GW8,goals_scored_GW9,ict_index_GW1,ict_index_GW2,ict_index_GW3,ict_index_GW4,ict_index_GW5,ict_index_GW6,ict_index_GW7,ict_index_GW8,ict_index_GW9,saves_GW1,saves_GW2,saves_GW3,saves_GW4,saves_GW5,saves_GW6,saves_GW7,saves_GW8,saves_GW9,selected_GW1,selected_GW2,selected_GW3,selected_GW4,selected_GW5,selected_GW6,selected_GW7,selected_GW8,selected_GW9,total_points_GW1,total_points_GW2,total_points_GW3,total_points_GW4,total_points_GW5,total_points_GW6,total_points_GW7,total_points_GW8,total_points_GW9,transfers_balance_GW1,transfers_balance_GW2,transfers_balance_GW3,transfers_balance_GW4,transfers_balance_GW5,transfers_balance_GW6,transfers_balance_GW7,transfers_balance_GW8,transfers_balance_GW9,transfers_in_GW1,transfers_in_GW2,transfers_in_GW3,transfers_in_GW4,transfers_in_GW5,transfers_in_GW6,transfers_in_GW7,transfers_in_GW8,transfers_in_GW9,transfers_out_GW1,transfers_out_GW2,transfers_out_GW3,transfers_out_GW4,transfers_out_GW5,transfers_out_GW6,transfers_out_GW7,transfers_out_GW8,transfers_out_GW9,value_GW1,value_GW2,value_GW3,value_GW4,value_GW5,value_GW6,value_GW7,value_GW8,value_GW9
268,Kachunga,212,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,-3.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,-3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5521,5473.0,5051.0,4821.0,4917.0,5229.0,5159.0,5157.0,4840.0,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0,-576.0,-618.0,-431.0,-92.0,121.0,-107.0,-70.0,-327.0,0,219.0,254.0,230.0,437.0,633.0,312.0,281.0,129.0,0,795.0,872.0,661.0,529.0,512.0,419.0,351.0,456.0,50,50.0,50.0,49.0,49.0,49.0,49.0,49.0,49.0
269,Durm,461,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,0.0,8.0,12.0,8.0,11.0,0,0.0,0.0,9.0,0.0,8.0,12.0,8.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,2.7,2.7,5.1,4.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13149,10295.0,8015.0,7107.0,6790.0,6422.0,6218.0,6098.0,5940.0,0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0,-2802.0,-2410.0,-1002.0,-441.0,-432.0,-254.0,-166.0,-211.0,0,39.0,21.0,24.0,50.0,25.0,32.0,50.0,48.0,0,2841.0,2431.0,1026.0,491.0,457.0,286.0,216.0,259.0,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
270,Diakhaby,471,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.0,4.0,2.0,-1.0,0.0,0.0,6.0,2,2.0,2.0,4.0,2.0,-1.0,0.0,0.0,6.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.6,0.6,0.5,0.0,0.0,0.0,2.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2723,2316.0,2072.0,2010.0,1778.0,1622.0,1493.0,1404.0,1359.0,1,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0,-471.0,-292.0,-145.0,-245.0,-180.0,-138.0,-95.0,-67.0,0,33.0,142.0,170.0,57.0,53.0,17.0,12.0,67.0,0,504.0,434.0,315.0,302.0,233.0,155.0,107.0,134.0,50,50.0,49.0,49.0,49.0,48.0,48.0,48.0,47.0
271,Mbenza,514,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,3.0,0.0,3.0,5.0,5.0,0,0.0,3.0,0.0,3.0,0.0,3.0,5.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,1.2,1.3,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904,699.0,733.0,835.0,956.0,1014.0,1021.0,1049.0,1064.0,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0,-236.0,-71.0,-49.0,-29.0,-34.0,-43.0,-9.0,-41.0,0,17.0,43.0,46.0,92.0,62.0,39.0,46.0,40.0,0,253.0,114.0,95.0,121.0,96.0,82.0,55.0,81.0,60,60.0,60.0,60.0,60.0,60.0,60.0,60.0,59.0
272,Stankovic,522,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5789.0,179936.0,196505.0,188907.0,185578.0,178058.0,174050.0,178305.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1216.0,136663.0,16619.0,-8158.0,-4893.0,-7888.0,-4801.0,957.0,0,1602.0,159409.0,40722.0,14228.0,11863.0,4877.0,4578.0,13302.0,0,386.0,22746.0,24103.0,22386.0,16756.0,12765.0,9379.0,12345.0,40,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0
273,Schofield,533,0,0.0,0.0,0.0,0.0,0.0,,,,0,0.0,0.0,0.0,0.0,0.0,,,,0,0.0,0.0,0.0,0.0,0.0,,,,0,0.0,0.0,0.0,0.0,0.0,,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0.0,0.0,0.0,0.0,0.0,,,,0,3251.0,4134.0,4764.0,5460.0,6037.0,,,,0,0.0,0.0,0.0,0.0,0.0,,,,0,1741.0,631.0,341.0,423.0,487.0,,,,0,2392.0,885.0,585.0,669.0,794.0,,,,0,651.0,254.0,244.0,246.0,307.0,,,,40,40.0,40.0,40.0,40.0,40.0,,,
274,Schmeichel,213,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,25.0,17.0,11.0,7.0,9.0,25.0,22.0,14.0,16,25.0,17.0,11.0,7.0,9.0,25.0,22.0,14.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,3.3,1.6,1.1,1.2,0.9,4.3,2.3,4,2.0,4.0,2.0,1.0,1.0,1.0,6.0,3.0,230133,277560.0,303309.0,307235.0,316827.0,313163.0,303498.0,304018.0,294336.0,2,6.0,3.0,1.0,-1.0,2.0,6.0,3.0,2.0,0,621.0,7847.0,-4420.0,968.0,-6820.0,-10825.0,-1466.0,-10922.0,0,11389.0,22407.0,11512.0,17909.0,9877.0,2805.0,5525.0,2520.0,0,10768.0,14560.0,15932.0,16941.0,16697.0,13630.0,6991.0,13442.0,50,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
275,Jakupovic,214,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6756,7021.0,6778.0,6647.0,6461.0,6380.0,6253.0,6176.0,6061.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-443.0,-445.0,-302.0,-313.0,-150.0,-148.0,-106.0,-144.0,0,64.0,65.0,59.0,71.0,49.0,22.0,26.0,21.0,0,507.0,510.0,361.0,384.0,199.0,170.0,132.0,165.0,45,45.0,45.0,45.0,45.0,44.0,44.0,44.0,44.0
276,Morgan,215,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,17.0,7.0,3.0,0.0,26.0,1.0,0.0,16,0.0,17.0,7.0,3.0,0.0,26.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.7,2.5,1.5,0.0,4.6,0.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62679,85583.0,73766.0,70738.0,68522.0,55059.0,53408.0,54350.0,46469.0,1,0.0,2.0,1.0,-3.0,0.0,7.0,-2.0,0.0,0,4693.0,-13009.0,-5234.0,-3586.0,-13351.0,-2378.0,348.0,-7652.0,0,11009.0,1847.0,1481.0,1881.0,108.0,458.0,1481.0,147.0,0,6316.0,14856.0,6715.0,5467.0,13459.0,2836.0,1133.0,7799.0,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
277,Fuchs,216,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46271,43668.0,38491.0,34833.0,32158.0,30801.0,29481.0,28470.0,27579.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-6090.0,-6200.0,-4245.0,-3110.0,-1628.0,-1475.0,-1086.0,-1036.0,0,659.0,654.0,421.0,335.0,291.0,222.0,112.0,232.0,0,6749.0,6854.0,4666.0,3445.0,1919.0,1697.0,1198.0,1268.0,45,45.0,44.0,44.0,43.0,43.0,43.0,43.0,42.0
278,Simpson,217,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20221,19382.0,17398.0,15906.0,14805.0,14316.0,13835.0,13470.0,13084.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2763.0,-2612.0,-1869.0,-1368.0,-682.0,-587.0,-426.0,-466.0,0,397.0,447.0,247.0,158.0,158.0,140.0,86.0,103.0,0,3160.0,3059.0,2116.0,1526.0,840.0,727.0,512.0,569.0,45,45.0,44.0,44.0,43.0,43.0,43.0,43.0,43.0
279,Benalouane,218,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53420,58134.0,57013.0,54626.0,52150.0,52302.0,54661.0,56354.0,57654.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2694.0,-3332.0,-3414.0,-2974.0,-792.0,745.0,825.0,512.0,0,2282.0,2302.0,1015.0,659.0,1625.0,2871.0,2805.0,3054.0,0,4976.0,5634.0,4429.0,3633.0,2417.0,2126.0,1980.0,2542.0,40,40.0,40.0,40.0,40.0,39.0,39.0,39.0,39.0
280,Chilwell,219,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,36.0,4.0,12.0,10.0,21.0,18.0,9.0,17.0,12,36.0,4.0,12.0,10.0,21.0,18.0,9.0,17.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,7.6,6.4,3.8,2.0,10.0,1.6,2.9,3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16126,27410.0,37340.0,36442.0,40797.0,48470.0,47881.0,48595.0,46012.0,1,8.0,2.0,1.0,0.0,2.0,6.0,0.0,4.0,0,3808.0,6496.0,-1417.0,3103.0,6582.0,-392.0,472.0,-2874.0,0,6120.0,10132.0,2969.0,8237.0,10211.0,3275.0,2742.0,2729.0,0,2312.0,3636.0,4386.0,5134.0,3629.0,3667.0,2270.0,5603.0,50,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
281,Maguire,220,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14,25.0,35.0,15.0,15.0,14.0,50.0,18.0,11.0,14,25.0,35.0,15.0,15.0,14.0,50.0,18.0,11.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,1.8,8.4,2.8,8.9,4.3,14.0,4.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759622,814141.0,806091.0,860442.0,860758.0,825535.0,799346.0,907991.0,904827.0,1,5.0,10.0,1.0,-1.0,2.0,18.0,1.0,1.0,0,-23861.0,-30560.0,23648.0,-14504.0,-39902.0,-30630.0,90408.0,-3698.0,0,16881.0,15854.0,47789.0,26044.0,11833.0,7041.0,98669.0,32127.0,0,40742.0,46414.0,24141.0,40548.0,51735.0,37671.0,8261.0,35825.0,55,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
282,Pereira,221,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23,37.0,17.0,15.0,18.0,0.0,19.0,23.0,6.0,23,37.0,17.0,15.0,18.0,0.0,19.0,23.0,6.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.8,6.9,4.3,2.3,5.4,0.0,4.3,8.3,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58068,90730.0,303732.0,295502.0,290322.0,305445.0,275627.0,274407.0,284898.0,4,12.0,2.0,1.0,3.0,0.0,6.0,7.0,0.0,0,11405.0,162892.0,-3860.0,-9760.0,10822.0,-28301.0,-2913.0,8097.0,0,16263.0,194394.0,30170.0,28393.0,28708.0,4341.0,7751.0,22148.0,0,4858.0,31502.0,34030.0,38153.0,17886.0,32642.0,10664.0,14051.0,50,50.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
283,Evans,222,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.0,0.0,0.0,3.0,15.0,0.0,0.0,9.0,0,23.0,0.0,0.0,3.0,15.0,0.0,0.0,9.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.1,1.6,0.0,0.0,1.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17835,19070.0,21022.0,19444.0,17965.0,18065.0,17783.0,16885.0,16100.0,0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0,-1219.0,473.0,-2134.0,-1953.0,-361.0,-500.0,-988.0,-952.0,0,517.0,1720.0,531.0,342.0,825.0,326.0,124.0,190.0,0,1736.0,1247.0,2665.0,2295.0,1186.0,826.0,1112.0,1142.0,50,50.0,50.0,50.0,49.0,49.0,49.0,49.0,48.0
284,Albrighton,224,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,13.0,11.0,22.0,4.0,3.0,2.0,0.0,0,8.0,13.0,11.0,22.0,4.0,3.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.3,3.0,3.8,5.2,2.7,0.4,0.0,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58166,46145.0,39074.0,36322.0,34247.0,36113.0,33217.0,31525.0,29407.0,0,1.0,4.0,2.0,6.0,1.0,1.0,1.0,0.0,0,-12969.0,-7773.0,-3366.0,-2477.0,1236.0,-2786.0,-1811.0,-2217.0,0,387.0,495.0,812.0,1118.0,3803.0,761.0,573.0,513.0,0,13356.0,8268.0,4178.0,3595.0,2567.0,3547.0,2384.0,2730.0,55,54.0,54.0,53.0,53.0,53.0,53.0,53.0,52.0
285,Gray,225,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,8.0,23.0,6.0,3.0,4.0,0.0,0.0,0.0,15,8.0,23.0,6.0,3.0,4.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,1.7,7.2,4.0,0.9,3.7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44794,65393.0,62730.0,100021.0,134277.0,129795.0,86267.0,66697.0,54341.0,2,3.0,9.0,2.0,2.0,1.0,0.0,0.0,0.0,0,7774.0,-4283.0,27940.0,28482.0,-4784.0,-42719.0,-20370.0,-12893.0,0,14112.0,6045.0,40637.0,48222.0,13194.0,1276.0,85.0,115.0,0,6338.0,10328.0,12697.0,19740.0,17978.0,43995.0,20455.0,13008.0,55,55.0,55.0,55.0,55.0,55.0,55.0,55.0,54.0
286,Amartey,226,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4.0,16.0,7.0,0.0,20.0,15.0,9.0,15.0,6,4.0,16.0,7.0,0.0,20.0,15.0,9.0,15.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.3,3.3,0.5,0.0,4.0,2.6,2.9,2.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11148,16665.0,16622.0,16875.0,16309.0,15436.0,15060.0,15281.0,16155.0,1,1.0,2.0,1.0,0.0,2.0,3.0,1.0,2.0,0,376.0,-804.0,-391.0,-858.0,-949.0,-474.0,60.0,626.0,0,2130.0,1332.0,1395.0,545.0,290.0,260.0,613.0,1601.0,0,1754.0,2136.0,1786.0,1403.0,1239.0,734.0,553.0,975.0,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,44.0
287,Ndidi,227,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,20.0,6.0,16.0,19.0,10.0,17.0,22.0,6.0,13,20.0,6.0,16.0,19.0,10.0,17.0,22.0,6.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.4,1.7,3.2,2.6,3.7,2.3,4.1,5.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33600,39154.0,39913.0,38549.0,37839.0,36815.0,34910.0,34662.0,33712.0,2,3.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,0,-1468.0,-1598.0,-2692.0,-1966.0,-1559.0,-2153.0,-580.0,-1286.0,0,2927.0,3024.0,1555.0,1763.0,1365.0,588.0,925.0,884.0,0,4395.0,4622.0,4247.0,3729.0,2924.0,2741.0,1505.0,2170.0,50,50.0,50.0,50.0,50.0,49.0,49.0,49.0,49.0
288,Iborra,228,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3960,3993.0,3530.0,3235.0,3091.0,2975.0,2884.0,2847.0,2815.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,-528.0,-560.0,-380.0,-245.0,-162.0,-130.0,-61.0,-72.0,0,112.0,83.0,49.0,77.0,66.0,51.0,51.0,43.0,0,640.0,643.0,429.0,322.0,228.0,181.0,112.0,115.0,50,50.0,49.0,49.0,48.0,48.0,48.0,48.0,48.0
289,James,229,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207,1273.0,1135.0,1074.0,1059.0,1039.0,1052.0,1054.0,1074.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-175.0,-185.0,-99.0,-46.0,-35.0,-7.0,-15.0,-3.0,0,127.0,110.0,49.0,72.0,54.0,81.0,57.0,84.0,0,302.0,295.0,148.0,118.0,89.0,88.0,72.0,87.0,45,45.0,45.0,45.0,45.0,45.0,44.0,44.0,44.0
290,Choudhury,230,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5517,5682.0,5298.0,5222.0,5711.0,5540.0,5458.0,5431.0,5309.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-493.0,-537.0,-264.0,80.0,-179.0,-143.0,-70.0,-155.0,0,114.0,130.0,214.0,664.0,210.0,118.0,133.0,108.0,0,607.0,667.0,478.0,584.0,389.0,261.0,203.0,263.0,45,45.0,45.0,44.0,44.0,44.0,44.0,44.0,44.0
291,Silva,231,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10282,15602.0,14633.0,13383.0,12704.0,12280.0,11792.0,11540.0,11350.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,84.0,-1456.0,-1622.0,-1000.0,-620.0,-583.0,-358.0,-323.0,0,1446.0,449.0,221.0,250.0,132.0,104.0,102.0,166.0,0,1362.0,1905.0,1843.0,1250.0,752.0,687.0,460.0,489.0,50,50.0,50.0,50.0,49.0,49.0,49.0,49.0,48.0
292,Diabate,232,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3158,2772.0,2490.0,2430.0,2407.0,2318.0,2231.0,2376.0,2616.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-602.0,-431.0,-202.0,-149.0,-118.0,-104.0,-7.0,-16.0,0,48.0,88.0,132.0,124.0,43.0,23.0,104.0,181.0,0,650.0,519.0,334.0,273.0,161.0,127.0,111.0,197.0,50,49.0,49.0,48.0,48.0,48.0,48.0,47.0,47.0
293,Maddison,233,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10,32.0,9.0,23.0,32.0,35.0,25.0,7.0,16.0,10,32.0,9.0,23.0,32.0,35.0,25.0,7.0,16.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.1,5.5,3.3,10.9,15.0,8.3,12.3,2.4,5.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32765,67445.0,129282.0,127757.0,252800.0,434666.0,721488.0,1010671.0,1040056.0,2,9.0,2.0,5.0,8.0,8.0,6.0,2.0,2.0,0,21819.0,52279.0,-1666.0,111040.0,173090.0,271802.0,279587.0,39010.0,0,27587.0,70670.0,18710.0,144958.0,194162.0,289208.0,294811.0,118032.0,0,5768.0,18391.0,20376.0,33918.0,21072.0,17406.0,15224.0,79022.0,65,65.0,65.0,65.0,66.0,67.0,68.0,69.0,70.0
294,Vardy,234,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25,-6.0,0.0,0.0,-2.0,42.0,29.0,-3.0,5.0,25,-6.0,0.0,0.0,-2.0,42.0,29.0,-3.0,5.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.1,0.4,0.0,0.0,4.8,15.4,5.6,4.8,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242752,456773.0,200096.0,159681.0,194378.0,211645.0,245393.0,299165.0,273567.0,6,-1.0,0.0,0.0,2.0,11.0,8.0,2.0,2.0,0,98977.0,-243794.0,-51555.0,24578.0,13372.0,28563.0,46320.0,-22642.0,0,122210.0,2779.0,1305.0,44961.0,27021.0,38547.0,56905.0,17173.0,0,23233.0,246573.0,52860.0,20383.0,13649.0,9984.0,10585.0,39815.0,90,90.0,89.0,89.0,89.0,89.0,89.0,89.0,90.0
